dlga_start:close_window|Warning: This line is never displayed. It is just for storing conversation variables.
dlga_start:pretender_start.1|Seid gegrüßt, {playername}
dlga_pretender_start:pretender_rebellion_cause_prelim|Was war nochmal Eure Geschichte, {reg65?meine Fürstin:Herr}?
dlga_pretender_rebellion_cause_prelim:pretender_rebellion_cause_1|Ich werde sie Euch erzählen.
dlga_pretender_rebellion_cause_1:pretender_rebellion_cause_2|{s48}
dlga_pretender_rebellion_cause_2:pretender_rebellion_cause_3|{s48}
dlga_pretender_rebellion_cause_3:pretender_start|{s48}
dlga_pretender_start:pretender_discuss_rebellion_1|Ich möchte für Eure Sache kämpfen und Euch bei der Rückforderung Eures Throns unterstützen!
dlga_pretender_start:pretender_end|Ich muss jetzt gehen.
dlga_pretender_discuss_rebellion_1:pretender_discuss_rebellion_2|Seid Ihr sicher, dass Ihr dieser Aufgabe gewachsen seid, {playername}? Die Rückforderung meines Throns ist keine einfache Angelegenheit. Die Fürsten unseres Reichs haben alle einen Treueschwur auf {s11} geleistet. Solche Treueschwüre auf einen Thronräuber sind selbstverständlich ungültig, und wir können damit rechnen, dass manche Fürsten mit uns gemeinsame Sache machen werden, aber nichtsdestotrotz steht uns ein äußerst schwerer Kampf bevor.
dlga_pretender_discuss_rebellion_2:pretender_discuss_rebellion_3|Ich bin bereit für diesen Kampf.
dlga_pretender_discuss_rebellion_2:pretender_end|Ihr habt Recht. Vielleicht sollte ich noch ein wenig darüber nachdenken.
dlga_pretender_discuss_rebellion_3:close_window|Ich habe keinen Zweifel daran, dass Eure Unterstützung für meine Sache von Herzen kommt, {playername}, und ich danke Euch dafür. Trotzdem glaube ich nicht, dass unser Unterfangen viel Aussicht auf Erfolg hätte. Wenn Ihr Euch auf dem Schlachtfeld einen Namen als hervorragender Feldherr machen könnt, würden unsere Freunde nicht mehr zögern, sich uns anzuschließen, und unsere Feinde würden sich hüten, gegen uns die Waffen zu erheben. Wenn die reif ist, werde ich Euch aufsuchen, doch bis dahin wird es wohl klüger sein, den Thronräuber, {s11}, nicht offen herauszufordern.
dlga_pretender_discuss_rebellion_3:close_window.1|Unterstützt Ihr nicht schon die Sache von {s17}? Wahrlich, Ihr müsst einen ausgeprägten Gerechtigkeitssinn haben. Dennoch muss ich ablehnen, ich werde kein Teil Eures Spiels sein.
dlga_pretender_discuss_rebellion_3:close_window.2|{playername}, Ihr habt bereits {s15} den Treueschwur geleistet. Aus diesem Grund kann ich Euch nicht gestatten, für meine Sache zu kämpfen, damit mich meine Feinde dann bezichtigen können, ich sei eine Marionette von {s16}. Nein, wenn ich den Thron von {s17} erlangen will, muss ich es durch die Rechtmäßigkeit meiner Forderungen und die Unterstützung meiner Untertanen allein schaffen. Wenn Ihr mir helfen wollt, müsstet Ihr Euch zuerst vom Treuerschwur an {s15} entbinden.
dlga_pretender_discuss_rebellion_3:pretender_rebellion_ready|Ihr seid ein fähiger Krieger, {playername}! Aufgrund Eures Rufs als Feldherr und der Rechtmäßigkeit meiner Sache werden uns die Adligen und das gute Volk von {s12} sicherlich in Scharen zu Hilfe kommen. Die Zeit zum Handeln ist gekommen! Ich werde mit Euch kommen, und zusammen werden wir den Thronräuber, {s11}, stürzen und seinen blutigen Händen den Thron entreißen. Zuerst jedoch müsst Ihr mir einen Treueschwur leisten und mich als Euren Lehnsherr akzeptieren, {reg65?meine Fürstin:mein Fürst}.
dlga_pretender_discuss_rebellion:pretender_town_quest|[Bevor wir rebellieren, möchte ich, dass Ihr um Unterstützung für meine Sache werbt. Die Stadt {s4} stand schon immer hinter mir, aber vielleicht habt Ihr ja auch noch Verbindungen zu anderen Orten? Seid Ihr bereit für diese Aufgabe?]
dlga_pretender_discuss_rebellion:pretender_town_quest.1|[Bevor wir rebellieren, möchte ich, dass Ihr um Unterstützung für meine Sache werbt. Wenn Ihr gute Verbindungen zu bestimmten Städten habt, solltet Ihr dort beginnen. Seid Ihr bereit für diese Aufgabe?]
dlga_pretender_discuss_rebellion:pretender_start|[Die derzeitige Lage ist für eine Rebellion nicht besonders günstig. Lasst uns noch eine Weile warten.]
dlga_pretender_discuss_rebellion:pretender_start.1|[Ihr habt die Basis für eine Rebellion geschaffen, doch Ihr seid an einen anderen Lehnsherr gebunden.]
dlga_pretender_discuss_rebellion:pretender_rebellion_ready|Ihr habt gute Arbeit geleistet. {s4} und möglicherweise sind nun weitere Städte bereit zur Rebellion. Lasst uns in den Krieg ziehen, wann immer Ihr dafür bereit seid.
dlga_pretender_rebellion_ready:lord_give_oath_2|{reg3?Fürstin:Herr}, ich bin bereit, mich Eurer Sache zu verpflichten. 
dlga_pretender_rebellion_ready:pretender_end|Lasst uns noch etwas länger abwarten.
dlga_lord_give_conclude_2:close_window|Also auf in den Kampf! Unsere erste Aufgabe ist es, eine Festung zu erobern und andere Fürsten zu überzeugen, mit uns gemeinsame Sache zu machen. Reitet voran!
dlga_pretender_town_quest:pretender_discuss_rebellion|[Abrakadabra – die Stadt ist bereit]
dlga_pretender_town_quest:pretender_end|[Danke, kein Interesse]
dlga_pretender_end:close_window|Dann gehabt Euch wohl.
dlga_start:lord_event_choose_friend|Mir ist zu Ohren gekommen, dass Ihr Euch mit diesem {s43} angefreundet, genannt {s6}. Glaubt mir, diesem Mann dürft Ihr kein Vertrauen schenken. Ihr solltet keinen Umgang mehr mit ihm haben.
dlga_lord_event_choose_friend:lord_event_choose_friend_renounce|Ich versichere Euch, {s65}, {s6} zählt nicht zu meinen Freunden.
dlga_lord_event_choose_friend_renounce:lord_pretalk|Das ist frohe Kunde, {playername}, denn sonst hätte ich um Eure Sicherheit gefürchtet. Solltet Ihr auf {s6} treffen, so seid auf der Hut und glaubt ihm kein Wort.
dlga_lord_event_choose_friend:lord_event_choose_friend_defend|{s6} ist ein ehrenvoller Mann - Ihr habt kein Recht, so von ihm zu sprechen!
dlga_lord_event_choose_friend_defend:lord_pretalk|Wie Ihr meint, {playername}. Ihr mögt zwar ein Narr sein, aber zumindest ein loyaler Narr. Mit {s6}s Loyalität ist es wahrscheinlich anders bestellt ...
dlga_lord_event_choose_friend:lord_event_choose_friend_neutral|Ich möchte nicht in Euren Zwist mit {s6} hineingezogen werden.
dlga_lord_event_choose_friend_neutral:lord_pretalk|Hmmm, wie Ihr wünscht, {playername}. Vergesst nur nicht, dass man in dieser Welt Freunde braucht, und wenn Ihr niemals Partei ergreift, werdet Ihr niemals welche finden.
dlga_start:lord_invite_1|{playername}, ich habe Euch erwartet. Eure Heldentaten sind mit zu Ohren gekommen. Als ich fortwährend von Eurer Tapferkeit und Eurem Heldenmut hörte, war ich mir sicher, einen würdigen Vasallen gefunden zu haben.
dlga_lord_invite_1:lord_invite_2|Ich danke Euch, {s65}, Ihr ehrt mich mit Eurem Angebot.
dlga_lord_invite_1:lord_invite_2.1|Es ist gut, meinen wahren Wert erkannt zu wissen.
dlga_lord_invite_2:lord_invite_3|Gewiss. Lasst uns nun auf die Förmlichkeiten verzichten, {playername}; seid Ihr bereit, mir die Treue zu schwören?
dlga_lord_invite_3:lord_give_oath_2|Jawohl, {s65}.
dlga_lord_invite_3:lord_enter_service_reject|Nein, {s65}. Ich kann Euch jetzt nicht dienen.
dlga_start:lord_start|Wenn das nicht mein tapferer Recke {playername} ist ...
dlga_start:lord_start.1|Gut, Euch wieder zu sehen, {playername} ...
dlga_start:lord_start.2|Seid gegrüßt, {playername} ...
dlga_start:lord_meet_neutral|Kenne ich Euch?
dlga_lord_meet_neutral:lord_intro|Ich heiße {playername}.
dlga_lord_meet_neutral:lord_intro.1|Mein Name lautet {playername}. Stehe zu Diensten, Herr.
dlga_lord_intro:lord_start|{s11}
dlga_start:lord_meet_enemy|{s43}
dlga_lord_meet_enemy:lord_intro|{s65}, ich bin {playername}.
dlga_lord_meet_enemy:lord_intro.1|Man nennt mich {playername}. Merkt Euch diesen Namen, denn Ihr werdet noch viel von mir hören.
dlga_start:lord_start.3|Wohlan, {playername} ...
dlga_lord_start:lord_start|{s42}
dlga_lord_start:lord_generic_mission_completed|Euer Wundarzt konnte meinen Freund überzeugen und führte die Operation durch. Nun liegt es in Gottes Hand, und wir können nur für seine Genesung beten. Wie auch immer, ich danke Euch, {mein Herr/meine Dame}, dass ihr mir die Dienste Eures Wundarztes ermöglicht habt. Ihr seid ein nobler Mensch und ich werde es nicht vergessen.
dlga_lord_start:lord_generic_mission_completed.1|Ha! Unser kleines Ränkespiel gegen {s3} hat perfekt funktioniert, {playername}. Dieser Narr hat einen seiner wichtigsten Bediensteten verloren, und wir haben ihn nun einen Schritt weiter an den Rand des Untergangs gedrängt. Hier, dieses Geldsäckel enthält {reg5} Dinare. Nehmt es, ihr habt Euch jeden davon hart verdient. Wenn Ihr interessiert seid, gibt es noch viel mehr zu verdienen ...
dlga_lord_start:close_window|Nicht einmal solch eine leichte Aufgabe konntet Ihr vollenden. Alles hatte ich vorbereitet, nur einen Boten mussten wir noch meucheln, und dann hätte die Feier steigen können. Aber nein, Ihr wart Euch mal wieder zu fein für so was, oder?
dlga_lord_start:quest_meet_spy_in_enemy_town_completed|Habt Ihr irgendwelche Neuigkeiten über die Aufgabe, die ich Euch erteilt hatte? Ihr wisst schon, welche ich meine ...
dlga_quest_meet_spy_in_enemy_town_completed:quest_meet_spy_in_enemy_town_completed_2|Hier habe ich die Berichte, die Ihr wolltet.
dlga_quest_meet_spy_in_enemy_town_completed_2:lord_pretalk|Ah, gut gemacht. Gut, fähige {Männer/Leute} auf meiner Seite zu wissen. Hier ist die versprochene Bezahlung.
dlga_lord_start:lord_pretalk|Hervorragende Arbeit, {playername}! Ich muss sagen, Eure Karawanenüberfälle haben wirklich ihre Aufmerksamkeit geweckt. Ich habe gerade erfahren, dass uns {s13} den Krieg erklärt hat! Jetzt ist für uns die Zeit gekommen, {playername}, die Früchte Eurer harten Arbeit zu ernten. Und damit meine ich natürlich, die Ländereien von {s13} zu erobern und auszuplündern! Dieser Krieg wird uns zu reichen {Männern/Menschen} machen, denkt an meine Worte!
dlga_lord_start:lord_pretalk.1|Ihr seid ein inkompetenter Possenreißer! Was zum Teufel habt Ihr Euch dabei gedacht, beim Entfachen eines Krieges in Gefangenschaft zu geraten? Die Vorbereitung dieser Pläne hat Monate gedauert, und nun ist alles ruiniert! Das werde ich nicht vergessen, {playername}, darauf könnt Ihr Gift nehmen.
dlga_lord_start:lord_collect_debt_completed|Man sagte mir, dass Ihr das Geld eingesammelt habt, dass mir {s7} schuldet. Gut, es ist wirklich an der Zeit, dass ich es zurückbekomme. Ein Fünftel hatten wir als Entschädigung für Euch ausgemacht, richtig? Wohlan, das sind {reg3} Dinare ... also wenn Ihr mir meinen Anteil gebt -- {reg4} Dinare – könnt Ihr den Rest behalten.
dlga_lord_collect_debt_completed:lord_collect_debt_pay|Natürlich, {s65}. {reg4} Dinare, bitte sehr.
dlga_lord_collect_debt_pay:lord_pretalk|{playername}, ich muss zugeben, dass ich beeindruckt bin. Ich hatte die Hoffnung auf dieses Geld schon aufgegeben. Verbindlichsten Dank!
dlga_lord_collect_debt_completed:lord_collect_debt_no_pay|Ich fürchte, ich habe das Geld nicht bei mir, Herr.
dlga_lord_collect_debt_no_pay:close_window|Ihr beliebt wohl zu scherzen? Ich weiß sehr wohl, dass Euch {s7} das Geld gegeben hat, und ich möchte jeden Dinar zurück, den man mir schuldet, {mein Herr/meine Dame}. Bis ich dieses Geld erhalte, werde ich Euch persönlich als Schuldner betrachten.
dlga_lord_start:close_window.1|Ich habe gehört, dass Ihr diesen bösartigen Händler beseitigt habt, der mir so viel Kummer bereitet hat. Ich sehe, dass Ihr nicht davor scheut, Euch die Hände schmutzig zu machen. Wahrlich, ein guter Charakterzug! Hier ist Eure Belohnung. Vergesst nicht, {playername}, wenn Ihr mit mir gemeinsame Sache macht, werden beide Seite lange Zeit davon profitieren.
dlga_lord_start:close_window.2|Oh, Ihr seid es. Erklärt mir doch einmal, wie man einen einfachen Kampf gegen einen räudigen Händler von niederer Geburt verlieren kann! Also wirklich, wenn ich mal jemanden brauche, der meinen Wachen schändliche Niederlagen beibringt, werde ich mich sofort an Euch wenden. Geht mir jetzt einfach aus den Augen, {playername}, ich bin beschäftigt.
dlga_lord_start:lord_kill_local_merchant_let_go|Ihr! Habt Ihr Sägemehl zwischen den Ohren? Meint Ihr wirklich, dass ich Euch aufgetragen habe, den Händler zu töten, damit Ihr nett mit ihm plaudert und ihn dann gehen lasst?! Was zum Teufel ist in Euch gefahren?
dlga_lord_kill_local_merchant_let_go:lord_kill_local_merchant_let_go_2|Herr, ich werde dafür sorgen, dass er nicht mehr gegen Euch handeln wird.
dlga_lord_kill_local_merchant_let_go_2:lord_pretalk|Leeres Geschwätz. Ausschalten solltet Ihr ihn, nicht ihm eine Moralpredigt halten und ihn dann fort schicken. Hoffentlich hält er sich daran, was Ihr ihm gesagt habt, sonst werdet Ihr beide dafür büßen. Hier ist die Hälfte Eures versprochenen Lohns. Sagt keinen Ton, {playername}, Ihr könnt froh sein, dass Ihr überhaupt so viel bekommt. Ich habe keinen Verwendungszweck für {Männer/Leute}, die Befehlen nicht folgen können.
dlga_lord_start:lord_follow_spy_completed|Wunderbare Arbeit, {playername}! Wie ich gehofft hatte, konntet Ihr sowohl den Spion als auch seinen Komplizen fangen. Die beiden sitzen nun im meinem Verlies und warten auf ihr Verhör. Ha, mein Folterknecht wird heute Abend viel Arbeit haben! Wie auch immer, ich bin sehr mit Eurem Erfolg zufrieden, {playername}. Als Zeichen meiner Dankbarkeit möchte ich Euch dieses Geldsäckel überreichen.
dlga_lord_start:lord_follow_spy_half_completed|Ins lodernde Fegefeuer mit Euch! ZWEI Gefangene wollte ich, {playername}, ZWEI – und was Ihr mir gebracht habt, ist fast völlig nutzlos! Ich weiß bereits alles, was der Spion weiß - ich hatte es auf den Kontaktmann abgesehen. Hier, halbe Arbeit wird mit halbem Lohn bezahlt. Nehmt das Geld und packt Euch fort.
dlga_lord_start:lord_follow_spy_half_completed.1|Ich habe Euch um zwei Gefangene gebeten, {playername}, nicht einen. Zwei. Wenigstens habt Ihr den Komplizen des Spions gefangen, der Wichtigere von beiden. Der Spion wird es nicht wagen, wieder hierher zu kommen und daher für seinen Herrn nutzlos sein. Das ist besser als nichts. Trotzdem, Ihr werdet sicher verstehen, dass ich Euch für diese zur Hälfte erfolgreiche Mission auch nur zur Hälfte bezahlen werde.
dlga_lord_start:lord_follow_spy_failed|Wahrlich, {playername}, selten habe ich einen derartigen Tunichtgut wie Euch erlebt! Euer Versagen, weder den Spion NOCH seinen Komplizen zu fangen, bricht alle Rekorde der Unfähigkeit. Vergesst die versprochene Belohnung. Ihr habt nichts getan, was belohnt werden sollte.
dlga_lord_follow_spy_half_completed:lord_pretalk|Ich habe mein Bestes gegeben, {s65}.
dlga_lord_follow_spy_completed:lord_pretalk|Vielen Dank, {s65}.
dlga_lord_follow_spy_failed:lord_pretalk|Hmmm, wie Ihr wünscht, {s65}.
dlga_lord_start:lord_generic_mission_completed.2|Das gibt es doch gar nicht – Ihr habt es geschafft, {playername}. Alle Leibeigenen sind zurück und bereiten sich auf die Ernte vor. Eure Belohnung habt Ihr Euch wahrlich verdient. Hier, nehmt sie zusammen mit meinem Dank.
dlga_lord_start:lord_bring_back_runaway_serfs_failed|{playername}, geduldig habe ich auf meine Leibeigenen gewartet, und bis jetzt ist noch keiner vor ihnen wieder aufgetaucht. Habt Ihr dafür eine Erklärung? Haben Euch ein paar Feldarbeiter genarrt, oder seid Ihr einfach nur inkompetent? Oder vielleicht steckt Ihr mit meinen Feinden unter einer Decke und plant, mich zu ruinieren ...
dlga_lord_bring_back_runaway_serfs_failed:lord_bring_back_runaway_serfs_failed_1a|Vergebt mir, {s65}, diese Leibeigenen waren schlüpfrig wie Aale.
dlga_lord_bring_back_runaway_serfs_failed:lord_bring_back_runaway_serfs_failed_1b|Wenn Ihr sie besser behandelt hättet ...
dlga_lord_bring_back_runaway_serfs_failed_1a:lord_pretalk|Hmmm, das ist kaum eine Entschuldigung für Euer Versagen, {playername}. Wenn Ihr mich nun entschuldigen wollt, ich muss neue Arbeiter für meine Felder rekrutieren, bevor wir alle verhungern.
dlga_lord_bring_back_runaway_serfs_failed_1b:close_window|Ha, jetzt zeigt Ihr Euer wahres Gesicht, Ihr Verräter! Eure Worte haben mit Euren Taten nie viel zu tun. Ich hätte Euch niemals trauen sollen.
dlga_lord_start:lord_runaway_serf_half_completed|Ihr enttäuscht mich, {playername}. Ihr solltet drei Gruppen Leibeigene zurückbringen. Drei, nicht {reg17}. Dann werde ich die Rückkehrer wohl doppelt so hart arbeiten lassen müssen, um den Verlust an Arbeitskraft wettzumachen. {playername}, ich werde Euch nur für die Leibeigenen belohnen, die Ihr zurückgebracht habt. Hier, nehmt Euer Geld. Damit wäre dieses Geschäft erledigt.
dlga_lord_runaway_serf_half_completed:lord_pretalk|Vielen Dank, {s65}. Ihr seid wahrlich großzügig.
dlga_lord_runaway_serf_half_completed:lord_pretalk.1|Pfui, das war reine Zeitverschwendung.
dlga_lord_start:lord_deal_with_bandits_completed|{playername}, man hat mir berichtet, dass Ihr die Banditen in meinem Dorf  {s5} vernichtet habt. Dafür bin ich Euch zu größtem Dank verpflichtet. Bitte lasst mich die Kosten für Euren Feldzug übernehmen. Hier, ich hoffe, {reg14} Dinare werden ausreichen.
dlga_lord_deal_with_bandits_completed:lord_pretalk|Kein Problem, {s65}.
