stringsfile version 1
1629
str_no_string NO_STRING!
str_comment_you_helped_villagers_benevolent I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._I_had_been_neglectful_in_my_duties_as_lord_and_protector,_and_I_appreciate_what_you_have_done.
str_comment_you_helped_villagers_friendly_cruel I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._I_appreciate_that_you_meant_well,_but_I'd_rather_you_not_undercut_my_authority_like_that.
str_comment_you_helped_villagers_friendly I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._Times_are_hard,_and_I_know_that_you_mean_well,_so_I_will_not_object_to_you_providing_them_with_assistance.
str_comment_you_helped_villagers_unfriendly_spiteful I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._As_amusing_as_it_is_to_see_you_grubbing_for_favor_among_my_vassals,_I_would_ask_you_to_mind_your_own_business.
str_comment_you_helped_villagers_cruel I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._As_the_peasants'_lord_and_protector,_it_is_most_properly_my_duty_to_assist_them_in_times_of_hardship._You_may_mean_well,_but_your_actions_still_undercut_my_authority._I_would_thank_you_to_leave_them_alone.
str_comment_you_helped_villagers_default I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._Times_are_hard,_and_I_know_that_you_mean_well,_but_try_not_to_make_a_habit_of_it._I_am_their_lord_and_protector,_and_I_would_rather_not_have_them_go_looking_to_strangers_for_assistance.
str_comment_you_captured_a_castle_allied_friendly I_heard_that_you_have_besieged_and_taken_{s51}._That_was_a_great_dead,_and_I_am_proud_to_call_you_my_friend!
str_comment_you_captured_a_castle_allied_spiteful I_heard_that_you_have_besieged_and_taken_{s51}._Good_work!_Soon,_we_will_have_all_their_fortresses_to_despoil,_their_treasuries_to_ransack,_their_grieving_widows_to_serve_us_our_wine.
str_comment_you_captured_a_castle_allied_unfriendly_spiteful I_heard_that_you_have_besieged_and_taken_{s51}._Well,_every_dog_has_his_day,_or_so_they_say._Enjoy_it_while_you_can,_until_your_betters_kick_you_back_out_in_the_cold_where_you_belong.
str_comment_you_captured_a_castle_allied_unfriendly I_heard_that_you_have_besieged_and_taken_{s51}._Whatever_our_differences_in_the_past,_I_must_offer_you_my_congratulations.
str_comment_you_captured_a_castle_allied I_heard_that_you_have_besieged_and_taken_{s51}._We_have_them_on_the_run!
str_comment_you_captured_my_castle_enemy_spiteful I_hear_that_you_have_broken_into_my_home_at_{s51}._I_hope_the_dungeon_is_to_your_liking,_as_you_will_be_spending_much_time_there_in_the_years_to_come.
str_comment_you_captured_my_castle_enemy_chivalrous You_hold_{s51},_my_rightful_fief._I_hope_you_will_give_me_the_chance_to_win_it_back!
str_comment_you_captured_my_castle_enemy You_have_something_that_belongs_to_me_--_{s51}._I_will_make_you_relinquish_it.
str_comment_we_defeated_a_lord_unfriendly_spiteful I_suppose_you_will_want_to_drink_to_the_memory_of_our_victory_over_{s54}._Well,_save_your_wine_--_it_will_take_more_than_that_to_wipe_out_the_stain_of_your_earlier_disgraces.
str_comment_we_defeated_a_lord_unfriendly I_will_not_forget_how_we_fought_together_against_{s54},_but_I_can_also_not_forget_the_other_matters_that_lie_between_us.
str_comment_we_defeated_a_lord_cruel That_was_a_great_victory_over_{s54},_wasn't_it?_We_made_of_his_army_a_feast_for_the_crows!
str_comment_we_defeated_a_lord_quarrelsome I_won't_forget_how_we_whipped_{s54}?_I_enjoyed_that.
str_comment_we_defeated_a_lord_upstanding I_will_not_forget_our_victory_over_{s54}._Let_us_once_again_give_thanks_to_heaven,_and_pray_that_we_not_grow_too_proud.
str_comment_we_defeated_a_lord_default That_was_a_great_victory_over_{s54},_wasn't_it?_I_am_honoured_to_have_fought_by_your_side.
str_comment_we_fought_in_siege_unfriendly_spiteful I_suppose_you_will_want_to_drink_to_the_memory_of_our_capture_of_{s51}._Well,_save_your_wine_--_it_will_take_more_than_that_to_wipe_out_the_stain_of_your_earlier_disgraces.
str_comment_we_fought_in_siege_unfriendly I_will_not_forget_how_we_together_we_stormed_{s51},_but_I_can_also_not_forget_the_other_matters_that_lie_between_us.
str_comment_we_fought_in_siege_cruel I_won't_forget_how_we_broke_through_the_walls_of_{s51}_and_put_its_defenders_to_the_sword._It_is_a_sweet_memory.
str_comment_we_fought_in_siege_quarrelsome Remember_how_the_enemy_squealed_when_we_came_over_the_walls_of_{s51}?_They_had_thought_they_were_safe!_We_wiped_the_smug_smiles_of_their_faces!
str_comment_we_fought_in_siege_upstanding I_will_not_forget_our_capture_of_{s51}._Let_us_once_again_give_thanks_to_heaven,_and_pray_that_we_not_grow_too_proud.
str_comment_we_fought_in_siege_default I_will_not_forget_how_together_we_captured_{s51}._I_am_honoured_to_have_fought_by_your_side.
str_comment_we_fought_in_major_battle_unfriendly_spiteful I_suppose_you_will_want_to_drink_to_the_memory_of_our_great_victory_near_{s51}._Well,_save_your_wine_--_it_will_take_more_than_that_to_wipe_out_the_stain_of_your_earlier_disgraces.
str_comment_we_fought_in_major_battle_unfriendly I_will_not_forget_how_we_fought_together_in_the_great_battle_near_{s51},_but_I_can_also_not_forget_the_other_matters_that_lie_between_us.
str_comment_we_fought_in_major_battle_cruel I_won't_forget_the_great_battle_near_{s51},_when_we_broke_through_the_enemy_lines_and_they_ran_screaming_before_us._It_is_a_sweet_memory.
str_comment_we_fought_in_major_battle_quarrelsome That_was_a_fine_fight_near_{s51},_when_we_made_those_bastards_run!
str_comment_we_fought_in_major_battle_upstanding I_will_not_forget_how_we_fought_side_by_side_at_the_great_battle_near_{s51}._Let_us_once_again_give_thanks_to_heaven,_and_pray_that_we_not_grow_too_proud.
str_comment_we_fought_in_major_battle_default I_will_not_forget_how_we_fought_side_by_side_at_the_great_battle_near_{s51}._I_am_honoured_to_have_fought_by_your_side.
str_comment_you_defeated_a_lord_allied_liege So,_you_crossed_swords_with_that_rascal_they_call_{s54},_and_emerged_victorious._I_am_very_happy_to_hear_that.
str_comment_you_defeated_a_lord_allied_unfriendly_spiteful I_heard_that_you_fought_and_defeated_{s54}._Every_dog_has_its_day,_I_suppose.
str_comment_you_defeated_a_lord_allied_spiteful I_heard_that_you_fought_and_defeated_that_dog_{s54}._Ah,_if_only_I_could_have_heard_him_whimpering_for_mercy.
str_comment_you_defeated_a_lord_allied_unfriendly_chivalrous I_heard_that_you_fought_and_defeated_{s54}._I_hope_that_you_did_not_use_dishonourable_means_to_do_so.
str_comment_you_defeated_a_lord_allied I_heard_that_you_fought_and_defeated_{s54}._I_wish_you_joy_of_your_victory.
str_comment_you_defeated_me_enemy_chivalrous I_will_not_begrudge_you_your_victory_the_last_time_that_we_met,_but_I_am_anxious_for_another_round!
str_comment_you_defeated_me_enemy_spiteful I_have_been_looking_forward_to_meeting_you_again._Your_tricks_will_not_deceive_me_a_second_time,_and_I_will_relish_hearing_your_cries_for_mercy.
str_comment_you_defeated_me_enemy When_last_we_met,_{playername},_you_had_the_better_of_me._But_I_assure_you_that_it_will_not_happen_again!
str_comment_i_defeated_you_enemy_spiteful Back_for_more?_Make_me_fight_you_again,_and_I'll_feed_your_bowels_to_my_hounds.
str_comment_i_defeated_you_enemy_chivalrous Come_to_test_your_valor_against_me_again,_{playername}?
str_comment_i_defeated_you_enemy_benevolent So_once_again_you_come_at_me?_Will_you_ever_learn?
str_comment_i_defeated_you_enemy_coldblooded You_are_persistent,_but_a_nuisance.
str_comment_i_defeated_you_enemy How_many_times_must_I_chastise_you_before_you_learn_to_keep_your_distance?
str_comment_we_were_defeated_unfriendly_spiteful Last_I_saw_you,_you_had_been_struck_down_by_the_men_of_{s54}._I_blame_you_for_that_disaster._What_a_pity_to_see_that_you_survived.
str_comment_we_were_defeated_unfriendly Last_I_saw_you,_you_had_been_struck_down_by_the_men_of_{s54}._Well,_I_see_that_you_survived.
str_comment_we_were_defeated_cruel Last_I_saw_you,_you_had_been_struck_down_by_the_men_of_{s54}._Don't_worry_--_we'll_find_him,_and_make_him_choke_on_his_victory.
str_comment_we_were_defeated_default Last_I_saw_you,_you_had_been_struck_down_by_the_men_of_{s54}._It_is_good_to_see_you_alive_and_well.
str_comment_you_were_defeated_allied_friendly_spiteful I_heard_that_{s54}_gave_you_a_hard_time._Don't_worry,_friend_--_I'll_find_him_for_you,_and_make_you_a_gift_of_his_head.
str_comment_you_were_defeated_allied_unfriendly_cruel I_had_heard_that_{s54}_slaughtered_your_men_like_sheep._But_here_you_are,_alive._Such_a_disappointment!
str_comment_you_were_defeated_allied_spiteful I_heard_that_{s54}_crushed_you_underfoot_like_an_ant._Hah!_Children_should_not_play_games_made_for_grown-ups!
str_comment_you_were_defeated_allied_pitiless I_heard_that_{s54}_defeated_you,_and_scattered_your_forces._That_is_most_disappointing...
str_comment_you_were_defeated_allied_unfriendly_upstanding I_heard_that_{s54}_defeated_you._Perhaps_you_should_consider_if_you_have_considered_any_misdeeds,_that_might_cause_heaven_to_rebuke_you_in_this_way.
str_comment_you_were_defeated_allied_unfriendly I_heard_that_{s54}_defeated_you._Look,_try_not_to_get_too_many_of_our_men_killed,_will_you?
str_comment_you_were_defeated_allied I_heard_that_{s54}_defeated_you._But_take_heart_--_the_tables_will_soon_be_turned!
str_comment_you_helped_my_ally_unfriendly_chivalrous I_heard_that_you_saved_{s54}_from_likely_defeat._Whatever_else_I_may_think_of_you,_I_must_at_least_commend_you_for_that.
str_comment_you_helped_my_ally_unfriendly [revelance_should_be_zero,_and_this_message_should_not_appear]
str_comment_you_helped_my_ally_liege I_heard_that_you_saved_my_vassal_{s54}_from_likely_defeat._
str_comment_you_helped_my_ally_unfriendly_spiteful I_heard_that_you_rode_to_the_rescue_of_our_poor_{s54}._Did_you_think_him_a_damsel_in_distress?_No_matter_--_it's_a_common_mistake.
str_comment_you_helped_my_ally_spiteful I_heard_that_you_saved_{s54}_from_a_whipping._You_should_have_let_him_learn_his_lesson,_in_my_opinion.
str_comment_you_helped_my_ally_chivalrous I_heard_that_you_got_{s54}_out_of_a_tight_spot._That_was_a_noble_deed.
str_comment_you_helped_my_ally_default I_heard_that_you_got_{s54}_out_of_a_tight_spot._Good_work!
str_comment_you_were_defeated_allied_unfriendly I_heard_that_{s54}_defeated_you._Look,_try_not_to_get_too_many_of_our_men_killed,_will_you?
str_comment_you_were_defeated_allied I_heard_that_{s54}_defeated_you._But_take_heart_--_the_tables_will_soon_be_turned!
str_comment_you_abandoned_us_unfriendly_spiteful You_worm!_You_left_us_alone_to_face_{s54},_didn't_you?_I_spit_at_you.
str_comment_you_abandoned_us_unfriendly_pitiless Well..._You_abandoned_me_in_the_middle_of_a_battle_with_{s54},_didn't_you?_I'll_see_you_buried_in_a_traitor's_grave.
str_comment_you_abandoned_us_spiteful You_disappeared_in_the_middle_of_that_battle_with_{s54}..._I_hope_you_have_a_good_explanation._Did_your_bowels_give_out?_Were_you_shaking_too_hard_with_fear_to_hold_your_weapon?
str_comment_you_abandoned_us_chivalrous What_happened?_You_disappeared_in_the_middle_of_that_battle_against_{s54}._I_can_only_hope_that_you_were_too_badly_wounded_to_stand,_for_I_would_be_ashamed_to_have_gone_into_battle_alongside_a_coward.
str_comment_you_abandoned_us_benefitofdoubt What_happened?_You_disappeared_in_the_middle_of_that_battle_against_{s54}._I_assume_that_you_must_have_been_wounded,_but_it_did_look_suspicious.
str_comment_you_abandoned_us_default What_happened?_One_moment_you_were_fighting_with_us_against_{s54},_the_next_moment_you_were_nowhere_to_be_found?
str_comment_you_ran_from_me_enemy_spiteful Last_time_we_met,_you_ran_from_me_like_a_whipped_dog._Have_you_come_back_to_bark_at_me_again,_or_to_whine_for_mercy?
str_comment_you_ran_from_me_enemy_chivalrous Last_time_we_met,_you_fled_from_me._Learn_to_stand_and_fight_like_a_gentleman!
str_comment_you_ran_from_me_enemy_benevolent When_I_saw_you_flee_the_last_time_that_we_met,_I_had_hoped_that_I_would_not_have_to_fight_you_again.
str_comment_you_ran_from_me_enemy_coldblooded Last_time_we_met,_you_fled_from_me._That_was_a_wise_decision
str_comment_you_ran_from_me_enemy You_may_have_been_able_to_escape_the_last_time_we_crossed_paths,_but_the_next_time_I_doubt_that_you_be_so_lucky.
str_comment_you_ran_from_foe_allied_chivalrous They_say_that_you_fled_from_{s54},_leaving_your_men_behind._I_pray_that_this_is_not_true,_for_such_conduct_does_dishonour_to_us_all.
str_comment_you_ran_from_foe_allied_upstanding They_say_that_you_fled_from_{s54},_leaving_your_men_behind._I_do_not_always_believe_such_rumors,_and_I_also_know_that_desperate_straits_call_for_desperate_measures._But_I_beg_you_to_take_more_care_of_your_good_name,_for_men_will_not_fight_in_our_armies_if_they_hear_that_we_abandon_them_on_the_field_of_battle.
str_comment_you_ran_from_foe_allied_spiteful By_the_way,_they_said_that_you_ran_away_from_{s54}_like_a_quaking_little_rabbit,_leaving_your_men_behind_to_be_butchered._Ha!_What_a_sight_that_would_have_been_to_see!
str_comment_you_defeated_my_friend_enemy_pragmatic You_may_have_bested_{s54},_but_you_cannot_defeat_us_all.
str_comment_you_defeated_my_friend_enemy_chivalrous I_have_heard_that_you_defeated_{s54},_and_ever_since_have_been_anxious_to_cross_swords_with_you.
str_comment_you_defeated_my_friend_enemy_spiteful Your_fame_runs_before_you,_{playername}._{s54}_may_have_fallen_for_your_tricks,_but_if_you_fight_me,_you'll_find_a_me_a_much_more_slippery_foe.
str_comment_you_defeated_my_friend_enemy They_say_that_you_have_defeated_{s54}._But_I_will_be_a_truer_test_of_your_skill_at_arms.
str_comment_you_captured_a_lord_allied_friendly_spiteful I_heard_that_you_captured_{s54}._I_hope_that_you_squeezed_him_for_every_cent.
str_comment_you_captured_a_lord_allied_unfriendly_spiteful I_heard_that_you_captured_{s54}._Your_coffers_must_be_well-bloated_with_ransom_by_now._Such_a_pity_that_money_cannot_transform_a_low-born_cur_into_a_gentleman!
str_comment_you_captured_a_lord_allied_chivalrous I_heard_that_you_captured_{s54}._Well_done._I_assume,_of_course,_that_he_has_been_been_treated_with_the_honours_due_his_rank.
str_comment_you_captured_a_lord_allied I_heard_that_you_captured_{s54}._Well_done._His_ransom_must_be_worth_quite_something.
str_comment_you_let_go_a_lord_allied_chivalrous I_heard_that_you_captured_{s54},_but_then_let_him_go._Such_chivalry_does_a_credit_to_our_cause.
str_comment_you_let_go_a_lord_allied_upstanding I_heard_that_you_captured_{s54},_but_then_let_him_go._Well,_that_was_an_honourable_course_of_action,_if_possibly_also_a_dangerous_one.
str_comment_you_let_go_a_lord_allied_coldblooded I_heard_that_you_captured_{s54},_but_then_let_him_go._That_was_most_chivalrous_of_you,_but_chivalry_does_not_win_wars.
str_comment_you_let_go_a_lord_allied_unfriendly_spiteful I_heard_that_you_captured_{s54},_but_then_let_him_go._How_very_chivalrous_of_you!_No_doubt_the_widows_and_orphans_he_leaves_in_his_wake_will_want_to_commend_you_in_person.
str_comment_you_let_go_a_lord_allied I_heard_that_you_captured_{s54},_but_then_let_him_go._Well,_I_will_not_tell_you_what_to_do_with_your_own_prisoners.
str_comment_you_let_me_go_spiteful When_last_we_met,_you_had_me_at_your_mercy_and_allowed_me_to_go_free._I_hope_you_enjoyed_toying_with_me,_like_a_cat_with_a_mouse,_because_soon_I_will_have_you_at_my_mercy,_to_slay_or_humiliate_according_to_my_fancy.
str_comment_you_let_me_go_enemy_chivalrous When_last_we_met,_you_had_me_at_your_mercy_and_allowed_me_to_go_free._That_was_most_chivalrous_of_you,_and_I_will_not_forget._But_I_also_must_remember_my_oath_to_my_liege,_and_our_kingdoms_are_still_at_war.
str_comment_you_let_me_go_enemy_coldblooded When_last_we_met,_you_had_me_at_your_mercy_and_allowed_me_to_go_free._But_we_are_still_enemies,_and_I_cannot_promise_to_repay_your_mercy_in_kind.
str_comment_you_let_me_go_enemy When_last_we_met,_you_had_me_at_your_mercy_and_allowed_me_to_go_free._That_was_kind_of_you._But_we_are_still_at_war.
str_comment_you_let_me_go_default When_last_we_met,_you_had_me_at_your_mercy_and_allowed_me_to_go_free._That_was_kind_of_you,_and_I_am_glad_that_our_kingdoms_are_no_longer_at_war.
str_comment_pledged_allegiance_allied_martial_unfriendly I_heard_that_you_have_pledged_allegiance_to_our_lord,_{s54}._Pray_do_not_disgrace_us_by_behaving_in_a_cowardly_fashion.
str_comment_pledged_allegiance_allied_martial I_heard_that_you_have_pledged_allegiance_to_our_lord,_{s54}._I_look_forward_to_fighting_alongside_you_against_our_foes.
str_comment_pledged_allegiance_allied_quarrelsome_unfriendly I_heard_that_you_have_pledged_allegiance_to_our_lord,_{s54}._Bah._Do_yourself_a_favor,_and_stay_out_of_my_way.
str_comment_pledged_allegiance_allied_quarrelsome I_heard_that_you_have_pledged_allegiance_to_our_lord,_{s54}._Fight_hard_against_our_foes,_respect_your_betters,_and_don't_cross_me,_and_we'll_get_along_fine.
str_comment_pledged_allegiance_allied_selfrighteous_unfriendly I_heard_that_you_have_pledged_allegiance_to_our_lord,_{s54}._If_I_were_he,_I_would_not_trust_you_to_clean_the_sculleries.
str_comment_pledged_allegiance_allied_selfrighteous I_heard_that_you_have_pledged_allegiance_to_our_lord,_{s54}._Fight_bravely_and_you_will_be_well-rewarded._Betray_us,_and_we_shall_make_of_you_the_kind_of_example_that_will_not_soon_be_forgotten.
str_comment_pledged_allegiance_allied_cunning_unfriendly I_heard_that_you_have_pledged_allegiance_to_our_lord,_{s54}._I_do_not_pretend_to_be_happy_about_his_decision,_but_perhaps_it_is_better_to_have_you_inside_our_tent_pissing_out,_than_the_other_way_around.
str_comment_pledged_allegiance_allied_cunning I_heard_that_you_have_pledged_allegiance_to_our_lord,_{s54}._That_is_good._The_more_skilled_fighters_we_have_with_us_in_these_troubled_times,_the_better._I_shall_be_watching_your_progress.
str_comment_pledged_allegiance_allied_debauched_unfriendly I_heard_that_you_have_pledged_allegiance_to_our_lord,_{s54}._No_doubt_you_will_soon_betray_him,_and_I_will_have_the_pleasure_of_watching_you_die_a_traitor's_death.
str_comment_pledged_allegiance_allied_debauched I_heard_that_you_have_pledged_allegiance_to_our_lord,_{s54}._Excellent..._I_am_sure_that_you_and_I_will_become_very_good_friends._But_remember_--_if_you_betray_us,_it_will_be_the_biggest_mistake_you_will_ever_make.
str_comment_pledged_allegiance_allied_goodnatured_unfriendly I_heard_that_you_have_pledged_allegiance_to_our_lord,_{s54}._Well,_I_can't_say_that_I_would_have_trusted_you,_but_perhaps_you_deserve_the_benefit_of_the_doubt.
str_comment_pledged_allegiance_allied_goodnatured I_heard_that_you_have_pledged_allegiance_to_our_lord,_{s54}._Our_lord_is_a_noble_soul,_and_rewards_loyalty_and_valor_with_kindness_and_generosity.
str_comment_pledged_allegiance_allied_upstanding_unfriendly I_heard_that_you_have_pledged_allegiance_to_our_lord,_{s54}._Alas,_from_what_I_know_of_you_I_fear_that_you_will_disgrace_us,_but_I_will_be_happy_if_you_prove_me_wrong.
str_comment_pledged_allegiance_allied_upstanding I_heard_that_you_have_pledged_allegiance_to_our_lord,_{s54}._Fight_against_our_foes_with_valor,_but_also_with_honour_and_compassion._A_good_name_is_as_valuable_as_a_sharp_sword_or_a_swift_horse_in_affairs_of_arms.
str_comment_our_king_granted_you_a_fief_allied_friendly_cruel I_heard_that_{s54}_granted_you_{s51}_as_a_fief._Don't_forget_--_spare_the_whip_and_spoil_the_peasant!
str_comment_our_king_granted_you_a_fief_allied_friendly_cynical I_heard_that_{s54}_granted_you_{s51}_as_a_fief._I_am_glad_to_see_you_prosper_--_but_be_careful._Men_are_vipers,_envious_and_covetous_of_their_neighbours'_wealth._Stay_close_to_me,_and_I'll_watch_your_back.
str_comment_our_king_granted_you_a_fief_allied_friendly I_heard_that_{s54}_granted_you_{s51}_as_a_fief._May_your_new_lands_prosper.
str_comment_our_king_granted_you_a_fief_allied_unfriendly_upstanding I_heard_that_{s54}_granted_you_{s51}_as_a_fief._But_keep_in_mind_that_pride_goes_before_a_fall.
str_comment_our_king_granted_you_a_fief_allied_unfriendly_spiteful I_heard_that_{s54}_granted_you_{s51}_as_a_fief._I_suspect,_however,_that_fortune_is_only_raising_you_up_so_as_to_humble_you_even_more,_when_it_casts_you_back_into_the_dung_from_whence_you_came.
str_comment_our_king_granted_you_a_fief_allied_spiteful I_heard_that_{s54}_granted_you_{s51}_as_a_fief._Let's_hope_you_are_indeed_deserving_of_our_lord's_favor.
str_comment_our_king_granted_you_a_fief_allied I_heard_that_{s54}_granted_you_{s51}_as_a_fief._You_seem_to_be_doing_very_well_for_yourself.
str_comment_you_renounced_your_alliegance_enemy_friendly I_heard_that_you_renounced_your_allegiance_to_our_lord,_{s54}._It_grieves_me_that_we_must_now_meet_on_the_field_of_battle.
str_comment_you_renounced_your_alliegance_friendly I_heard_that_you_renounced_your_allegiance_to_our_lord,_{s54}._Let_us_pray_that_we_may_not_come_to_blows.
str_comment_you_renounced_your_alliegance_unfriendly_spiteful I_always_had_you_figured_for_a_traitor_to_{s54},_and_now_it_seems_I_was_proven_right._I_hope_you_are_prepared_to_die_a_traitor's_death!
str_comment_you_renounced_your_alliegance_unfriendly_moralizing I_heard_that_you_renounced_your_allegiance_to_our_lord,_{s54}._I_am_forced_to_consider_you_a_traitor.
str_comment_you_renounced_your_alliegance_enemy I_heard_that_you_renounced_your_allegiance_to_our_lord,_{s54}._Well,_it_is_the_way_of_the_world_for_old_comrades_to_become_enemies.
str_comment_you_renounced_your_alliegance_default I_heard_that_you_renounced_your_allegiance_to_our_lord,_{s54}._Well,_that_is_your_decision,_but_do_not_expect_me_to_go_easy_on_you_when_we_meet_on_the_battlefield.
str_personality_archetypes liege
str_martial martial
str_quarrelsome bad-tempered
str_selfrighteous pitiless
str_cunning cunning
str_debauched sadistic
str_goodnatured good-natured
str_upstanding upstanding
str_surrender_demand_default Yield_or_die!
str_surrender_demand_martial The_odds_are_not_in_your_favor_today._You_may_fight_us,_but_there_is_also_no_shame_if_you_yield_now.
str_surrender_demand_quarrelsome I've_got_you_cornered._Give_up,_or_I'll_ride_you_down_like_a_dog.
str_surrender_demand_pitiless You_cannot_defeat_me,_and_I'll_teach_you_a_painful_lesson_if_you_try._Yield!
str_surrender_demand_cunning You_are_outmatched_today._Give_up_--_if_not_for_your_own_sake,_then_think_of_your_men!
str_surrender_demand_sadistic Surrender_or_I'll_gut_you_like_a_fish!
str_surrender_demand_goodnatured We_have_the_advantage_of_you._Yield,_and_you_will_be_well-treated.
str_surrender_demand_upstanding You_may_fight_us,_but_many_of_your_men_will_be_killed,_and_you_will_probably_lose._Yield,_and_spare_us_both_the_unnecessary_bloodshed.
str_surrender_offer_default Stop!_I_yield!
str_surrender_offer_martial Stop!_I_yield!
str_surrender_offer_quarrelsome Enough!_You_win_today,_you_dog!_Ach,_the_shame_of_it!
str_surrender_offer_pitiless I_yield!_You_have_won._Cursed_be_this_day!
str_surrender_offer_cunning Stop!_I_yield_to_you!
str_surrender_offer_sadistic I_give_up!_I_give_up!_Call_back_your_dogs!
str_surrender_offer_goodnatured I_yield!_Congratulations_on_your_victory,_{sir/ma'am}!
str_surrender_offer_upstanding I_yield!_Grant_me_the_honours_of_war,_and_do_yourself_credit!
str_prisoner_released_default You_have_my_gratitude,_{playername}._I_shall_not_forget_your_kindness.
str_prisoner_released_martial You_are_indeed_very_kind_and_honorable._I_shall_not_forget_this!
str_prisoner_released_quarrelsome I'm_free?_Well..._Good_bye,_then.
str_prisoner_released_pitiless Thank_you._When_you_are_finally_defeated,_I_will_request_for_your_death_to_be_swift_and_merciful._Unless,_that_is,_you_care_to_join_us..._Good_bye,_for_now.
str_prisoner_released_cunning Am_I?_You_are_kind._I_will_try_to_find_a_way_to_repay_you.
str_prisoner_released_sadistic Am_I?_So_refined_is_your_cruelty,_that_you_would_rather_see_me_free_and_humiliated,_than_in_chains._Enjoy_your_triumph!
str_prisoner_released_goodnatured You_are_indeed_honorable._I_shall_not_forget_this!
str_prisoner_released_upstanding You_are_indeed_honorable._I_shall_not_forget_this!
str_enemy_meet_default Who_are_you,_that_comes_in_arms_against_me?
str_enemy_meet_martial What_is_your_name?_If_we_come_to_blows,_I_would_know_whom_I_fight.
str_enemy_meet_quarrelsome Who_the_hell_are_you?
str_enemy_meet_pitiless Who_are_you?_Speak,_so_that_I_may_know_whom_I_slay.
str_enemy_meet_cunning Tell_me_your_name._It_is_always_good_to_know_your_enemy.
str_enemy_meet_sadistic Who_are_you?_Speak_quick,_before_I_cut_your_tongue_out.
str_enemy_meet_goodnatured What_is_your_name?_If_we_come_to_blows,_I_would_know_whom_I_fight.
str_enemy_meet_upstanding Who_are_you,_who_would_come_in_arms_to_dispute_our_righteous_cause?
str_battle_won_default You_have_proven_yourself_a_most_valued_ally,_today.
str_battle_won_martial There_is_no_greater_fortune_than_the_chance_to_show_one's_valor_on_the_field_of_arms!
str_battle_won_quarrelsome Hah!_We_showed_those_bastards_a_thing_or_two,_there,_didn't_we?
str_battle_won_pitiless Together,_we_will_make_the_foe_learn_to_fear_our_names,_and_to_quail_at_our_coming!
str_battle_won_cunning Now,_we_must_be_sure_to_press_our_advantage,_so_that_the_blood_shed_today_is_not_wasted.
str_battle_won_sadistic Now_let_us_strip_their_dead_and_leave_them_for_the_crows,_so_that_all_will_know_the_fate_of_those_who_come_against_us.
str_battle_won_goodnatured That_was_a_good_scrap!_No_joy_like_the_joy_of_victory,_eh?
str_battle_won_upstanding Now,_let_us_give_thanks_to_the_heavens_for_our_victory,_and_mourn_the_many_fine_men_who_have_fallen_today.
str_battle_won_grudging_default You_helped_turn_the_tide_on_the_field,_today._Whatever_I_may_think_of_you,_I_cannot_fault_you_for_your_valor.
str_battle_won_grudging_martial {playername}_--_you_have_shown_yourself_worthy_today,_whatever_your_misdeeds_in_the_past.
str_battle_won_grudging_quarrelsome Hmf._Yours_is_not_a_face_which_I_normally_like_to_see,_but_I_suppose_today_I_should_thank_you_for_your_help.
str_battle_won_grudging_pitiless Your_help_was_most_valuable_today._I_would_not_imagine_that_you_came_to_help_me_out_of_kindness,_but_I_nonetheless_thank_you.
str_battle_won_grudging_cunning It_would_be_unwise_of_me_not_to_thank_you_for_coming_to_help_me_in_my_hour_of_need._So..._You_have_my_gratitude.
str_battle_won_grudging_sadistic Well!_How_touching!_{playername}_has_come_to_rescue_me.
str_battle_won_grudging_goodnatured {playername}!_I_can't_say_that_we've_always_gotten_along_in_the_past,_but_you_fought_well_today._My_thanks_to_you!
str_battle_won_grudging_upstanding Perhaps_I_was_wrong_about_you._Your_arrival_was_most_timely._You_have_my_gratitude.
str_battle_won_unfriendly_default So_you're_here._Well,_better_late_than_never,_I_suppose.
str_battle_won_unfriendly_martial We_have_hard_harsh_words_in_the_past,_but_for_now_let_us_simply_enjoy_our_victory.
str_battle_won_unfriendly_quarrelsome If_you're_standing_there_waiting_for_thanks,_you_can_keep_waiting._Your_help_wasn't_really_needed,_but_I_guess_you_had_nothing_better_to_do,_right?
str_battle_won_unfriendly_pitiless You_have_come_here,_like_a_jackal_to_a_lion's_kill._Very_well_then,_help_yourself_to_the_spoils._I_shall_not_stop_you.
str_battle_won_unfriendly_cunning {playername}..._Well,_I_suppose_your_arrival_didn't_hurt,_although_I_won't_pretend_that_I'm_happy_to_see_you.
str_battle_won_unfriendly_sadistic Back_off,_carrion_fowl!_This_was_my_victory,_however_hard_you_try_to_steal_the_glory_for_yourself.
str_battle_won_unfriendly_goodnatured Oh,_it's_you._Well,_I_suppose_I_should_thank_you_for_your_help.
str_battle_won_unfriendly_upstanding Thank_you_for_coming_to_my_support._Now_I_will_be_off,_before_I_say_something_that_I_regret.
str_troop_train_request_default I_need_someone_like_you_to_knock_them_into_shape.
str_troop_train_request_martial They_need_someone_to_show_them_the_meaning_of_valor.
str_troop_train_request_quarrelsome Fat_lazy_bastards._They_make_me_puke.
